Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Pretax Net Income,Other Operating Rev,Total Operating Rev,Total Margin,Operating Margin,Location
2014,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,Non-Profit,Comparable,,,73,70,70,32487453,$335600.00,$32823053.00,1%,1%,"CONCORD, California
(37.979103, -122.031333)"
2013,106310791,SUTTER AUBURN FAITH HOSPITAL,Placer,Non-Profit,Comparable,,,72,72,72,106506371,$2089391.00,$108595762.00,1.9%,2%,"AUBURN, California
(38.897916, -121.074314)"
2013,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,50149854,$457281.00,$50607135.00,0.9%,0.9%,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,231,88420209,$2072787.00,$90492996.00,2.3%,2.3%,"SUN VALLEY, California
(34.217499, -118.3694)"
2014,106331194,HEMET VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,417,417,170,132936799,$4519117.00,$137455916.00,3.3%,3.4%,"HEMET, California
(33.747562, -116.967316)"
2013,106454013,PATIENT'S HOSPITAL OF REDDING,Shasta,Investor,Comparable,,,10,10,10,7747770,$37743.00,$7785513.00,0.5%,0.5%,"REDDING, California
(40.574637, -122.38109)"
2013,106344017,SUTTER CENTER FOR PSYCHIATRY,Sacramento,Non-Profit,Comparable,,,73,73,73,24323273,$54930.00,$24378203.00,0.2%,0.2%,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106201281,MADERA COMMUNITY HOSPITAL,Madera,Non-Profit,Comparable,,,106,106,44,91614951,$2776333.00,$94391284.00,2.9%,3%,"MADERA, California
(36.961961, -120.059585)"
2013,106010846,ALAMEDA COUNTY MEDICAL CENTER,Alameda,City/County,Comparable,Teaching,,475,453,421,556069346,$154892534.00,$710961880.00,21.8%,27.9%,"OAKLAND, California
(37.804828, -122.27248)"
2013,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,Non-Profit,Comparable,,,265,265,123,242670983,$3190750.00,$245861733.00,1.3%,1.3%,"OXNARD, California
(34.197663, -119.175947)"
2013,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,30,30,26,15519793,$1170154.00,$16689947.00,7%,7.5%,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2013,106190176,CITY OF HOPE HELFORD CLINICAL RES HOSPITAL,Los Angeles,Non-Profit,Comparable,,,217,186,186,705981752,$13768990.00,$719750742.00,1.9%,2%,"DUARTE, California
(34.139586, -117.973256)"
2013,106190148,CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,369,343,188,275289205,$5121185.00,$280410390.00,1.8%,1.9%,"INGLEWOOD, California
(33.961767, -118.353336)"
2013,106190475,COMMUNITY HOSPITAL OF LONG BEACH,Los Angeles,Non-Profit,Comparable,,,208,158,56,40280374,$349783.00,$40630157.00,0.9%,0.9%,"LONG BEACH, California
(33.767168, -118.193723)"
2012,106014050,VALLEYCARE MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,242,222,222,234076432,$9779379.00,$243855811.00,4%,4.2%,"PLEASANTON, California
(37.656667, -121.878923)"
2014,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,46377006,$708608.00,$47085614.00,1.5%,1.5%,"MONTCLAIR, California
(34.077674, -117.693908)"
2013,106362041,HI-DESERT MEDICAL CENTER,San Bernardino,District,Comparable,,Rural,179,179,144,56448941,$1817559.00,$58266500.00,3.1%,3.2%,"JOSHUA TREE, California
(34.126919, -116.315127)"
2012,106481015,ST. HELENA HOSPITAL - BEHAVIORAL HEALTH,Solano,Non-Profit,Comparable,,,61,61,58,20118248,$273459.00,$20391707.00,1.3%,1.4%,"VALLEJO, California
(38.101088, -122.254959)"
2013,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,,,1286,991,110,148476980,$0.00,$148476980.00,0%,0%,"POMONA, California
(34.055118, -117.750048)"
2014,106304079,HEALTHSOUTH TUSTIN REHAB HOSPITAL,Orange,Investor,Comparable,,,48,48,41,23090520,$33320.00,$23123840.00,0.1%,0.1%,"TUSTIN, California
(33.742072, -117.818805)"
2013,106100899,ST. AGNES MEDICAL CENTER,Fresno,Non-Profit,Comparable,,,436,436,436,436839724,$11526109.00,$448365833.00,2.6%,2.6%,"FRESNO, California
(36.731654, -119.785856)"
2012,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,453,453,415,454402716,$4290674.00,$458693390.00,0.9%,0.9%,"POMONA, California
(34.055118, -117.750048)"
2014,106094002,EL DORADO COUNTY MENTAL HEALTH-PHF,El Dorado,City/County,Psychiatric Health Facilities,,,16,16,16,2661886,$0.00,$2661886.00,0%,0%,"PLACERVILLE, California
(38.729652, -120.799147)"
2014,106554011,SONORA REGIONAL MEDICAL CENTER-GREENLEY,Tuolumne,Non-Profit,Comparable,,Rural,152,152,122,221495740,$3987738.00,$225483478.00,1.8%,1.8%,"SONORA, California
(37.982943, -120.382117)"
2013,106040875,FEATHER RIVER HOSPITAL,Butte,Non-Profit,Comparable,,,100,100,100,170899829,$3480403.00,$174380232.00,2%,2%,"PARADISE, California
(39.752081, -121.621973)"
2014,106190328,GLENDORA COMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,128,128,32,20156712,$1886465.00,$22043177.00,8.6%,9.4%,"GLENDORA, California
(34.136001, -117.865485)"
2013,106390846,DAMERON HOSPITAL,San Joaquin,Non-Profit,Comparable,,,202,202,202,173790440,$1718985.00,$175509425.00,1%,1%,"STOCKTON, California
(37.957541, -121.292451)"
2014,106514001,SUTTER-YUBA - PHF,Sutter,City/County,Psychiatric Health Facilities,,,16,16,16,3385463,$0.00,$3385463.00,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)"
2013,106450940,SHASTA REGIONAL MEDICAL CENTER,Shasta,Investor,Comparable,,,246,246,246,133589803,$2206286.00,$135796089.00,1.6%,1.7%,"REDDING, California
(40.574637, -122.38109)"
2014,106010846,HIGHLAND HOSPITAL,Alameda,City/County,Comparable,Teaching,,475,453,421,440890054,$160874121.00,$601764175.00,26.7%,36.5%,"OAKLAND, California
(37.804828, -122.27248)"
2013,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,,,459,455,349,505846520,$4236620.00,$510083140.00,0.8%,0.8%,"MODESTO, California
(37.640735, -121.002435)"
2014,106301566,WESTERN MEDICAL CENTER-SANTA ANA,Orange,Investor,Comparable,,,228,228,228,167154683,$1172627.00,$168327310.00,0.7%,0.7%,"SANTA ANA, California
(33.749738, -117.869781)"
2013,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,,,14,14,14,22122365,$1067659.00,$23190024.00,4.6%,4.8%,"YUBA CITY, California
(39.13222, -121.625147)"
2012,106301188,WESTERN MEDICAL CENTER-ANAHEIM,Orange,Investor,Comparable,,,188,188,181,69475183,$186957.00,$69662140.00,0.3%,0.3%,"ANAHEIM, California
(33.834492, -117.915638)"
2013,106190159,TRI-CITY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,107,107,44,57175524,$3897636.00,$61073160.00,6.4%,6.8%,"HAWAIIAN GARDENS, California
(33.829474, -118.081829)"
2013,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,55,55,55,27071829,$76088.00,$27147917.00,0.3%,0.3%,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106370745,SHARP MESA VISTA HOSPITAL,San Diego,Non-Profit,Comparable,,,149,149,103,63579616,$328160.00,$63907776.00,0.5%,0.5%,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106370744,SCRIPPS MERCY HOSPITAL,San Diego,Non-Profit,Comparable,Teaching,,684,643,428,694301723,$10552829.00,$704854552.00,1.5%,1.5%,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106190020,BHC ALHAMBRA HOSPITAL,Los Angeles,Investor,Comparable,,,97,97,82,28471197,$17987.00,$28489184.00,0.1%,0.1%,"ROSEMEAD, California
(34.080676, -118.077638)"
2014,106190766,COAST PLAZA HOSPITAL,Los Angeles,Investor,Comparable,,,117,105,105,32284315,$0.00,$32284315.00,0%,0%,"NORWALK, California
(33.914183, -118.072494)"
2014,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,,,80,80,69,25327778,$113221.00,$25440999.00,0.4%,0.4%,"SAN DIEGO, California
(32.71576, -117.163817)"
2014,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,180,180,180,137166441,$3135931.00,$140302372.00,2.2%,2.3%,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,404,229,489300132,$11256809.00,$500556941.00,2.2%,2.3%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2014,106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Investor,Comparable,,,87,87,63,20443742,$59478.00,$20503220.00,0.3%,0.3%,"VENTURA, California
(34.280832, -119.293107)"
2014,106190475,COMMUNITY HOSPITAL OF LONG BEACH,Los Angeles,Non-Profit,Comparable,,,208,158,64,51839230,$804296.00,$52643526.00,1.5%,1.6%,"LONG BEACH, California
(33.767168, -118.193723)"
2012,106190475,COMMUNITY HOSPITAL OF LONG BEACH,Los Angeles,Non-Profit,Comparable,,,208,158,55,48246595,$286841.00,$48533436.00,0.6%,0.6%,"LONG BEACH, California
(33.767168, -118.193723)"
2013,106190034,ANTELOPE VALLEY HOSPITAL,Los Angeles,District,Comparable,,,420,393,233,326278178,$11763877.00,$338042055.00,3.5%,3.6%,"LANCASTER, California
(34.697472, -118.144521)"
2012,106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,Non-Profit,Comparable,,,60,60,0,106434890,$706288.00,$107141178.00,0.7%,0.7%,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106160787,CENTRAL VALLEY GENERAL HOSPITAL,Kings,Investor,Comparable,,,49,20,18,96082174,$-5713709.00,$90368465.00,-6.3%,-5.9%,"HANFORD, California
(36.327726, -119.645914)"
2012,106090793,BARTON MEMORIAL HOSPITAL,El Dorado,Non-Profit,Comparable,,Rural,111,111,111,103519326,$29897782.00,$133417108.00,22.4%,28.9%,"SOUTH LAKE TAHOE, California
(38.941539, -119.977191)"
2013,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,,,54,52,28,109095389,$3428358.00,$112523747.00,3%,3.1%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2012,106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,Investor,Comparable,,,282,254,254,308939678,$993270.00,$309932948.00,0.3%,0.3%,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Los Angeles,Non-Profit,Comparable,,,581,526,526,245872512,$8029549.00,$253902061.00,3.2%,3.3%,"ARCADIA, California
(34.136534, -118.040889)"
2014,106454013,PATIENT'S HOSPITAL OF REDDING,Shasta,Investor,Comparable,,,10,10,10,7306060,$28859.00,$7334919.00,0.4%,0.4%,"REDDING, California
(40.574637, -122.38109)"
2012,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,57,57,49,81689571,$973719.00,$82663290.00,1.2%,1.2%,"FRESNO, California
(36.731654, -119.785856)"
2014,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,Contra Costa,Investor,Comparable,,,124,124,24,82546224,$1151202.00,$83697426.00,1.4%,1.4%,"SAN PABLO, California
(37.960632, -122.34148)"
2014,106560838,PACIFIC SHORES HOSPITAL,Ventura,Investor,Comparable,,,30,30,30,7897679,$0.00,$7897679.00,0%,0%,"OXNARD, California
(34.197663, -119.175947)"
2014,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,,,114,114,28,90895460,$1281031.00,$92176491.00,1.4%,1.4%,"PLACENTIA, California
(33.871209, -117.860113)"
2012,106110889,GLENN MEDICAL CENTER,Glenn,Non-Profit,Comparable,,Rural,47,15,15,13739165,$243032.00,$13982197.00,1.7%,1.8%,"WILLOWS, California
(39.520518, -122.198176)"
2013,106560838,PACIFIC SHORES HOSPITAL,Ventura,Investor,Comparable,,,30,30,30,10747104,$0.00,$10747104.00,0%,0%,"OXNARD, California
(34.197663, -119.175947)"
2013,106190521,MEMORIAL HOSPITAL - GARDENA,Los Angeles,Investor,Comparable,,,172,172,149,117034866,$3409278.00,$120444144.00,2.8%,2.9%,"GARDENA, California
(33.883764, -118.309144)"
2013,106560473,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,Ventura,Non-Profit,Comparable,,,242,242,126,280344794,$6279018.00,$286623812.00,2.2%,2.2%,"VENTURA, California
(34.280832, -119.293107)"
2013,106340950,MERCY SAN JUAN HOSPITAL,Sacramento,Non-Profit,Comparable,,,370,370,370,527695126,$4342000.00,$532037126.00,0.8%,0.8%,"CARMICHAEL, California
(38.636604, -121.327265)"
2013,106270777,GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,Non-Profit,Comparable,,Rural,119,119,119,66847057,$1299061.00,$68146118.00,1.9%,1.9%,"KING CITY, California
(36.21432, -121.123656)"
2013,106190081,BEVERLY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,224,224,106,162560572,$1894567.00,$164455139.00,1.2%,1.2%,"MONTEBELLO, California
(34.019457, -118.116473)"
2014,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,218,218,131,269351891,$2402923.00,$271754814.00,0.9%,0.9%,"FOUNTAIN VALLEY, California
(33.708975, -117.951323)"
2012,106150706,DELANO REGIONAL MEDICAL CENTER,Kern,Non-Profit,Comparable,,,156,156,156,69880191,$1788451.00,$71668642.00,2.5%,2.6%,"DELANO, California
(35.767097, -119.249731)"
2014,106380939,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,San Francisco,City/County,Comparable,Teaching,,598,564,383,640179759,$73119696.00,$713299455.00,10.3%,11.4%,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2012,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,896,874,874,2327198106,$234833205.00,$2562031311.00,9.2%,10.1%,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106010937,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,Alameda,Non-Profit,Comparable,,,438,438,212,381781715,$68198338.00,$449980053.00,15.2%,17.9%,"OAKLAND, California
(37.804828, -122.27248)"
2014,106304460,HOAG ORTHOPEDIC INSTITUTE,Orange,Investor,Comparable,,,70,70,29,107117030,$-133087.00,$106983943.00,-0.1%,-0.1%,"IRVINE, California
(33.685908, -117.824719)"
2012,106364121,BALLARD REHABILITATION HOSPITAL,San Bernardino,Investor,Comparable,,,60,60,60,20484572,$38795.00,$20523367.00,0.2%,0.2%,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2013,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,404,224,444965346,$10438351.00,$455403697.00,2.3%,2.3%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2014,106370652,ALVARADO HOSPITAL,San Diego,Investor,Comparable,,,306,306,306,140399764,$1620341.00,$142020105.00,1.1%,1.2%,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106390846,DAMERON HOSPITAL,San Joaquin,Non-Profit,Comparable,,,202,202,202,156516423,$4781677.00,$161298100.00,3%,3.1%,"STOCKTON, California
(37.957541, -121.292451)"
2013,106361308,REDLANDS COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,229,229,195,281223532,$2154180.00,$283377712.00,0.8%,0.8%,"REDLANDS, California
(34.055562, -117.182603)"
2014,106304113,CHILDREN'S HOSPITAL - MISSION,Orange,Non-Profit,Comparable,,,54,54,20,55411111,$441627.00,$55852738.00,0.8%,0.8%,"MISSION VIEJO, California
(33.595018, -117.659099)"
2013,106014233,EDEN MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,130,130,108,264256031,$7330111.00,$271586142.00,2.7%,2.8%,"CASTRO VALLEY, California
(37.698547, -122.073956)"
2014,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,409,409,174,378860955,$10171035.00,$389031990.00,2.6%,2.7%,"NORTHRIDGE, California
(34.228298, -118.535797)"
2013,106281047,QUEEN OF THE VALLEY HOSPITAL,Napa,Non-Profit,Comparable,,,191,191,174,256236892,$7607367.00,$263844259.00,2.9%,3%,"NAPA, California
(38.297242, -122.289405)"
2012,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,,Rural,48,25,13,48205774,$394204.00,$48599978.00,0.8%,0.8%,"SAN ANDREAS, California
(38.196211, -120.68092)"
2013,106481015,ST. HELENA HOSPITAL - BEHAVIORAL HEALTH,Solano,Non-Profit,Comparable,,,61,61,56,21792428,$245823.00,$22038251.00,1.1%,1.1%,"VALLEJO, California
(38.101088, -122.254959)"
2014,106190636,CITRUS VALLEY MEDICAL CENTER-QV CAMPUS,Los Angeles,Non-Profit,Comparable,,,518,518,329,391308639,$5970170.00,$397278809.00,1.5%,1.5%,"WEST COVINA, California
(34.068896, -117.938239)"
2012,106010967,ST. ROSE HOSPITAL,Alameda,Non-Profit,Comparable,,,217,173,155,114602304,$15762427.00,$130364731.00,12.1%,13.8%,"HAYWARD, California
(37.672111, -122.083963)"
2014,106444013,WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,Investor,Comparable,,,106,106,92,128946361,$144746.00,$129091107.00,0.1%,0.1%,"WATSONVILLE, California
(36.910233, -121.756873)"
2014,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,District,Comparable,,Rural,9,9,9,5056814,$54866.00,$5111680.00,1.1%,1.1%,"GARBERVILLE, California
(40.101491, -123.792756)"
2014,106190176,CITY OF HOPE HELFORD CLINICAL RES HOSPITAL,Los Angeles,Non-Profit,Comparable,,,217,186,186,772714230,$16210580.00,$788924810.00,2.1%,2.1%,"DUARTE, California
(34.139586, -117.973256)"
2013,106491076,SONOMA VALLEY HOSPITAL,Sonoma,District,Comparable,,,83,64,41,46646630,$1031500.00,$47678130.00,2.2%,2.2%,"SONOMA, California
(38.291962, -122.458003)"
2014,106361339,ST. BERNARDINE MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,,,427,325,314,359085492,$2457141.00,$361542633.00,0.7%,0.7%,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2013,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,384923662,$76985529.00,$461909191.00,16.7%,20%,"COLTON, California
(34.070139, -117.323641)"
2013,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,Kern,Investor,Comparable,,,66,66,66,33774037,$170129.00,$33944166.00,0.5%,0.5%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2013,106344029,MERCY HOSPITAL - FOLSOM,Sacramento,Non-Profit,Comparable,,,106,106,106,173422916,$2852000.00,$176274916.00,1.6%,1.6%,"FOLSOM, California
(38.681325, -121.163738)"
2013,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,City/County,Comparable,,,289,289,173,135387495,$32263133.00,$167650628.00,19.2%,23.8%,"DOWNEY, California
(33.940946, -118.12752)"
2013,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,District,Comparable,,Rural,17,17,17,5946464,$39706.00,$5986170.00,0.7%,0.7%,"GARBERVILLE, California
(40.101491, -123.792756)"
2014,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,San Benito,District,Comparable,,Rural,181,159,127,88280975,$2891901.00,$91172876.00,3.2%,3.3%,"HOLLISTER, California
(36.852513, -121.402063)"
2012,106390923,LODI MEMORIAL HOSPITAL,San Joaquin,Non-Profit,Comparable,,,214,190,130,155103913,$3318244.00,$158422157.00,2.1%,2.1%,"LODI, California
(38.135674, -121.279196)"
2013,106190196,KINDRED HOSPITAL - SOUTH BAY,Los Angeles,Investor,Comparable,,,84,84,84,48248140,$98740.00,$48346880.00,0.2%,0.2%,"GARDENA, California
(33.883764, -118.309144)"
2014,106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,Alameda,Non-Profit,Comparable,,,458,458,296,606079030,$18986667.00,$625065697.00,3%,3.1%,"BERKELEY, California
(37.869058, -122.270455)"
2014,106370705,FALLBROOK HOSPITAL DISTRICT,San Diego,District,Comparable,,Rural,146,146,146,28478198,$848410.00,$29326608.00,2.9%,3%,"FALLBROOK, California
(33.38206, -117.251355)"
2012,106190796,RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,466,466,466,1353042210,$119404895.00,$1472447105.00,8.1%,8.8%,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106454012,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,Shasta,Investor,Comparable,,,88,88,76,39230543,$226383.00,$39456926.00,0.6%,0.6%,"REDDING, California
(40.574637, -122.38109)"
2013,106370977,POMERADO HOSPITAL,San Diego,District,Comparable,,,236,236,205,184735123,$1421539.00,$186156662.00,0.8%,0.8%,"POWAY, California
(32.986369, -117.023491)"
2013,106444029,TELECARE SANTA CRUZ PHF,Santa Cruz,Investor,Psychiatric Health Facilities,,,16,16,16,136758,$0.00,$136758.00,0%,0%,"SANTA CRUZ, California
(36.97414, -122.028795)"
2012,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,125072000,$2875000.00,$127947000.00,2.2%,2.3%,"GRASS VALLEY, California
(39.219102, -121.062951)"
2013,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,234,211,211,57867116,$8674972.00,$66542088.00,13%,15%,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,Orange,Investor,Comparable,,,167,167,167,102030701,$1892203.00,$103922904.00,1.8%,1.9%,"GARDEN GROVE, California
(33.776069, -117.937878)"
2013,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,,,158,146,124,232589701,$3506383.00,$236096084.00,1.5%,1.5%,"ENCINITAS, California
(33.044805, -117.292447)"
2013,106010735,ALAMEDA HOSPITAL,Alameda,Non-Profit,Comparable,,,281,236,236,75916071,$2741000.00,$78657071.00,3.5%,3.6%,"ALAMEDA, California
(37.765336, -122.241873)"
2014,106370875,SHARP CHULA VISTA MEDICAL CENTER,San Diego,Non-Profit,Comparable,,,343,342,271,329727824,$7911332.00,$337639156.00,2.3%,2.4%,"CHULA VISTA, California
(32.640071, -117.084042)"
2013,106194010,AMERICAN RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,,,156,156,156,5095238,$15605.00,$5110843.00,0.3%,0.3%,"POMONA, California
(34.055118, -117.750048)"
2014,106301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,Orange,Investor,Comparable,,,167,167,167,82802173,$1235501.00,$84037674.00,1.5%,1.5%,"GARDEN GROVE, California
(33.776069, -117.937878)"
2013,106141338,SOUTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,37,37,37,10590802,$1652726.00,$12243528.00,13.5%,15.6%,"LONE PINE, California
(36.604908, -118.062968)"
2013,106301140,CHAPMAN MEDICAL CENTER,Orange,Investor,Comparable,,,114,110,110,45111805,$1146650.00,$46258455.00,2.5%,2.5%,"ORANGE, California
(33.791489, -117.853096)"
2014,106154160,CRESTWOOD PHF - BAKERSFIELD,Kern,Investor,Psychiatric Health Facilities,,,16,16,16,3492112,$35152.00,$3527264.00,1%,1%,"BAKERSFIELD, California
(35.373405, -119.018911)"
2014,106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Orange,Investor,Comparable,,,27,27,27,11596609,$910316.00,$12506925.00,7.3%,7.8%,"ORANGE, California
(33.791489, -117.853096)"
